state_id,state_name,date,day,total_positive,positive_per_100k,positive_increase,positive_increase_per_100k,population_18_plus
DC,Delaware,2020-11-23,146,20290,2634.4080437085818,139,18.0474479090928,770192
DE,District of Columbia,2020-11-23,146,32211,5576.8801259044186,403,69.7737633336277,577581
FL,Florida,2020-11-23,146,930728,5396.2103474250177,6114,35.4479827233698,17247808
GA,Georgia,2020-11-23,146,406220,5006.6912823030928,1809,22.2960576280988,8113542
HI,Hawaii,2020-11-23,146,17596,1576.6968577173559,113,10.1254117368755,1116004
IA,Iowa,2020-11-23,146,189856,7818.7024370436232,2351,96.8195339072221,2428229
ID,Idaho,2020-11-23,146,91653,6845.5795360843222,819,61.1712616068548,1338864
IL,Illinois,2020-11-23,146,664620,6744.7091753902447,8322,84.4534768102037,9853946
IN,Indiana,2020-11-23,146,300913,5826.8536833554566,5556,107.5859104283395,5164245
KS,Kansas,2020-11-23,146,142059,6419.1094337985707,7526,340.0715026768318,2213064
KY,Kentucky,2020-11-23,146,160232,4624.5644051232942,2132,61.5330977065933,3464802
LA,Louisiana,2020-11-23,146,221160,6210.3289823215106,968,27.1821235977899,3561164
MA,Massachusetts,2020-11-23,146,208623,3765.9600162680201,1773,32.0053259172920,5539703
MD,Maryland,2020-11-23,146,183797,3901.4492273709598,1658,35.1942785735407,4710993
ME,Maine,2020-11-23,146,10544,962.5971133041803,185,16.8892702922300,1095370
MI,Michigan,2020-11-23,146,340964,4347.4092060563127,11943,152.2773904222456,7842924
MN,Minnesota,2020-11-23,146,276500,6376.1465245389400,6343,146.2708766913219,4336475
MO,Missouri,2020-11-23,146,274897,5766.8565967035205,3370,70.6966854163227,4766843
MS,Mississippi,2020-11-23,146,143879,6317.2263723641818,699,30.6906583607237,2277566
MT,Montana,2020-11-23,146,56381,6710.5059569859199,701,83.4335090872303,840190
NC,North Carolina,2020-11-23,146,339194,4142.8937672163060,2419,29.5455108961133,8187369
ND,North Dakota,2020-11-23,146,74556,12812.7089094005578,712,122.3596859205590,581891
NE,Nebraska,2020-11-23,146,114061,7821.3221388241651,1032,70.7656819356883,1458334
NH,New Hampshire,2020-11-23,146,18042,1633.5614391855553,444,40.2007138342970,1104458
NJ,New Jersey,2020-11-23,146,309588,4458.6016614983671,3581,51.5725821085625,6943612
NM,New Mexico,2020-11-23,146,84148,5191.1454166000922,2252,138.9273598681301,1620991
NV,Nevada,2020-11-23,146,136227,5705.8023042349018,2339,97.9678888150325,2387517
NY,New York,2020-11-23,146,602120,3903.4669232846742,5906,38.2878423718184,15425262
OH,Ohio,2020-11-23,146,363304,3987.4961050176154,11885,130.4455530578644,9111081
OK,Oklahoma,2020-11-23,146,177874,5919.7938718681493,3544,117.9472518856085,3004733
OR,Oregon,2020-11-23,146,66333,1979.3952867277895,1163,34.7042455258230,3351175
PA,Pennsylvania,2020-11-23,146,314401,3092.2531044391395,4762,46.8360764862045,10167376
RI,Rhode Island,2020-11-23,146,50573,5915.8979302019264,429,50.1833035820819,854866
SC,South Carolina,2020-11-23,146,207552,5140.5673417739703,1257,31.1328878960929,4037531
SD,South Dakota,2020-11-23,146,73848,11062.4095584203919,783,117.2931790196507,667558
TN,Tennessee,2020-11-23,146,344550,6477.5715846390467,4074,76.5915734605122,5319123
TX,Texas,2020-11-23,146,1100979,5098.0523262773122,6704,31.0426836437054,21596071
UT,Utah,2020-11-23,146,179420,7887.3769438194739,2244,98.6471623115087,2274774
VA,Virginia,2020-11-23,146,221038,3311.5939347422517,3242,48.5716824095150,6674671
VT,Vermont,2020-11-23,146,3795,744.1409926585932,68,13.3337516471105,509984
WA,Washington,2020-11-23,146,141260,2373.3868832319192,1717,28.8482605019765,5951832
WI,Wisconsin,2020-11-23,146,379693,8334.2094987156037,3455,75.8367781814845,4555837
WV,West Virginia,2020-11-23,146,41114,2869.9269848804255,636,44.3954264334278,1432580
WY,Wyoming,2020-11-23,146,29431,6613.3363294196955,1262,283.5795741812258,445025
AK,Alaska,2020-11-24,147,27669,5016.4804681975916,584,105.8811158129095,551562
AL,Alabama,2020-11-24,147,236865,6208.9780567090070,2785,73.0036260652042,3814879
AR,Arkansas,2020-11-24,147,148312,6399.2433711921003,2122,91.5582989486329,2317649
AZ,Arizona,2020-11-24,147,306868,5442.3877636547857,4544,80.5890806406903,5638481
CA,California,2020-11-24,147,1125699,3676.6423945561736,15329,50.0660045590798,30617582
CO,Colorado,2020-11-24,147,206439,4588.3317030496640,4150,92.2382716814948,4499217
CT,Connecticut,2020-11-24,147,107280,3780.3306520753233,540,19.0285099936677,2837847
DC,Delaware,2020-11-24,147,20409,2649.8587365228411,119,15.4506928142593,770192
DE,District of Columbia,2020-11-24,147,32664,5655.3106836963127,453,78.4305577918941,577581
FL,Florida,2020-11-24,147,938830,5443.1844324797679,8102,46.9740850547501,17247808
GA,Georgia,2020-11-24,147,408644,5036.5672600203462,2424,29.8759777172535,8113542
HI,Hawaii,2020-11-24,147,17656,1582.0731825333959,60,5.3763248160401,1116004
IA,Iowa,2020-11-24,147,191152,7872.0746684105988,1296,53.3722313669757,2428229
ID,Idaho,2020-11-24,147,93090,6952.9093320904887,1437,107.3297960061664,1338864
IL,Illinois,2020-11-24,147,674089,6840.8026591580672,9469,96.0934837678226,9853946
IN,Indiana,2020-11-24,147,306538,5935.7757039025066,5625,108.9220205470500,5164245
KS,Kansas,2020-11-24,147,142059,6419.1094337985707,7526,340.0715026768318,2213064
KY,Kentucky,2020-11-24,147,162838,4699.7779382487080,2606,75.2135331254138,3464802
LA,Louisiana,2020-11-24,147,224403,6301.3947125153461,3243,91.0657301938355,3561164
MA,Massachusetts,2020-11-24,147,211199,3812.4607041207805,2576,46.5006878527603,5539703
MD,Maryland,2020-11-24,147,185464,3936.8345484699298,1667,35.3853210989700,4710993
ME,Maine,2020-11-24,147,10799,985.8769183015785,255,23.2798049973981,1095370
MI,Michigan,2020-11-24,147,347746,4433.8820572531367,6782,86.4728511968240,7842924
MN,Minnesota,2020-11-24,147,282916,6524.1007961535579,6416,147.9542716146179,4336475
MO,Missouri,2020-11-24,147,278661,5845.8187106225231,3764,78.9621139190026,4766843
MS,Mississippi,2020-11-24,147,144544,6346.4242090020662,665,29.1978366378845,2277566
MT,Montana,2020-11-24,147,57504,6844.1662005022673,1123,133.6602435163475,840190
NC,North Carolina,2020-11-24,147,342294,4180.7569684473730,3100,37.8632012310670,8187369
ND,North Dakota,2020-11-24,147,75622,12995.9047312984734,1066,183.1958218979156,581891
NE,Nebraska,2020-11-24,147,115921,7948.8649376617428,1860,127.5427988375777,1458334
NH,New Hampshire,2020-11-24,147,18382,1664.3457695992061,340,30.7843304136509,1104458
NJ,New Jersey,2020-11-24,147,313863,4520.1690417033671,4275,61.5673802049999,6943612
NM,New Mexico,2020-11-24,147,86247,5320.6341059265597,2099,129.4886893264676,1620991
NV,Nevada,2020-11-24,147,139080,5825.2988355685007,2853,119.4965313335989,2387517
NY,New York,2020-11-24,147,607001,3935.1098217975163,4881,31.6428985128421,15425262
OH,Ohio,2020-11-24,147,371908,4081.9305634534475,8604,94.4344584358321,9111081
OK,Oklahoma,2020-11-24,147,180610,6010.8502153103121,2736,91.0563434421627,3004733
OR,Oregon,2020-11-24,147,67333,2009.2355666296150,1000,29.8402799018255,3351175
PA,Pennsylvania,2020-11-24,147,321070,3157.8452493544057,6669,65.5921449152662,10167376
RI,Rhode Island,2020-11-24,147,51424,6015.4456955826995,851,99.5477653807731,854866
SC,South Carolina,2020-11-24,147,209230,5182.1273941921437,1678,41.5600524181734,4037531
SD,South Dakota,2020-11-24,147,74859,11213.8570730932743,1011,151.4475146728824,667558
TN,Tennessee,2020-11-24,147,345854,6502.0869041757448,1304,24.5153195366981,5319123
TX,Texas,2020-11-24,147,1115371,5164.6940779181546,14392,66.6417516408424,21596071
UT,Utah,2020-11-24,147,182121,8006.1140139635850,2701,118.7370701441110,2274774
VA,Virginia,2020-11-24,147,223582,3349.7081728822290,2544,38.1142381399772,6674671
VT,Vermont,2020-11-24,147,3845,753.9452218108803,50,9.8042291522871,509984
WA,Washington,2020-11-24,147,147537,2478.8502094817192,6277,105.4633262498001,5951832
WI,Wisconsin,2020-11-24,147,386441,8482.3271772014670,6748,148.1176784858633,4555837
WV,West Virginia,2020-11-24,147,42083,2937.5671864747518,969,67.6402015943263,1432580
WY,Wyoming,2020-11-24,147,29959,6731.9813493623954,528,118.6450199426998,445025
AK,Alaska,2020-11-25,148,28339,5137.9536661336350,670,121.4731979360435,551562
AL,Alabama,2020-11-25,148,239318,6273.2789165790055,2453,64.3008598699985,3814879
AR,Arkansas,2020-11-25,148,150277,6484.0275641393498,1965,84.7841929472496,2317649
AZ,Arizona,2020-11-25,148,310850,5513.0096208535597,3982,70.6218571987739,5638481
CA,California,2020-11-25,148,1144049,3736.5752788708135,18350,59.9328843146399,30617582
CO,Colorado,2020-11-25,148,210630,4681.4812444031928,4191,93.1495413535288,4499217
CT,Connecticut,2020-11-25,148,109152,3846.2961533867048,1872,65.9655013113815,2837847
DC,Delaware,2020-11-25,148,20516,2663.7513762802003,107,13.8926397573592,770192
DE,District of Columbia,2020-11-25,148,32995,5712.6186630100367,331,57.3079793137240,577581
FL,Florida,2020-11-25,148,946956,5490.2976656511946,8126,47.1132331714268,17247808
GA,Georgia,2020-11-25,148,411002,5065.6297828987636,2358,29.0625228784173,8113542
HI,Hawaii,2020-11-25,148,17764,1591.7505672022681,108,9.6773846688722,1116004
IA,Iowa,2020-11-25,148,194395,8005.6287936599060,3243,133.5541252493072,2428229
ID,Idaho,2020-11-25,148,94730,7075.4012356744225,1640,122.4919035839338,1338864
IL,Illinois,2020-11-25,148,685467,6956.2690926051350,11378,115.4664334470678,9853946
IN,Indiana,2020-11-25,148,312521,6051.6300059350399,5983,115.8543020325333,5164245
KS,Kansas,2020-11-25,148,147797,6678.3879725123178,5738,259.2785387137471,2213064
KY,Kentucky,2020-11-25,148,166139,4795.0503376527721,3301,95.2723994040641,3464802
LA,Louisiana,2020-11-25,148,225638,6336.0743846674851,1235,34.6796721521390,3561164
MA,Massachusetts,2020-11-25,148,214594,3873.7455780571630,3395,61.2848739363825,5539703
MD,Maryland,2020-11-25,148,188161,3994.0836252569257,2697,57.2490767869959,4710993
ME,Maine,2020-11-25,148,11027,1006.6918027698403,228,20.8148844682619,1095370
MI,Michigan,2020-11-25,148,352433,4493.6429321513252,4687,59.7608748981885,7842924
MN,Minnesota,2020-11-25,148,289303,6671.3863218397431,6387,147.2855256861852,4336475
MO,Missouri,2020-11-25,148,282792,5932.4798404310778,4131,86.6611298085546,4766843
MS,Mississippi,2020-11-25,148,145636,6394.3701302179608,1092,47.9459212158945,2277566
MT,Montana,2020-11-25,148,58565,6970.4471607612564,1061,126.2809602589890,840190
NC,North Carolina,2020-11-25,148,346506,4232.2020663781002,4212,51.4450979307272,8187369
ND,North Dakota,2020-11-25,148,76806,13199.3792651888412,1184,203.4745338903678,581891
NE,Nebraska,2020-11-25,148,117682,8069.6191681740945,1761,120.7542305123518,1458334
NH,New Hampshire,2020-11-25,148,18776,1700.0193760197309,394,35.6736064205248,1104458
NJ,New Jersey,2020-11-25,148,317905,4578.3808196656150,4042,58.2117779622479,6943612
NM,New Mexico,2020-11-25,148,88102,5435.0702749120754,1855,114.4361689855157,1620991
NV,Nevada,2020-11-25,148,142239,5957.6120295687947,3159,132.3131940002940,2387517
NY,New York,2020-11-25,148,613266,3975.7250152379908,6265,40.6151934404745,15425262
OH,Ohio,2020-11-25,148,382743,4200.8516881805792,10835,118.9211247271317,9111081
OK,Oklahoma,2020-11-25,148,184342,6135.0542627248411,3732,124.2040474145290,3004733
OR,Oregon,2020-11-25,148,68503,2044.1486941147508,1170,34.9131274851358,3351175
PA,Pennsylvania,2020-11-25,148,327829,3224.3225784115784,6759,66.4773290571727,10167376
RI,Rhode Island,2020-11-25,148,52317,6119.9065116638163,893,104.4608160811168,854866
SC,South Carolina,2020-11-25,148,210905,5223.6131437752428,1675,41.4857495830992,4037531
SD,South Dakota,2020-11-25,148,76142,11406.0501110015909,1283,192.1930379083166,667558
TN,Tennessee,2020-11-25,148,347972,6541.9054983312099,2118,39.8185941554651,5319123
TX,Texas,2020-11-25,148,1130980,5236.9711138660361,15609,72.2770359478814,21596071
UT,Utah,2020-11-25,148,183902,8084.4075059764179,1781,78.2934920128329,2274774
VA,Virginia,2020-11-25,148,226300,3390.4292810836669,2718,40.7211082014379,6674671
VT,Vermont,2020-11-25,148,3938,772.1810880341344,93,18.2358662232541,509984
WA,Washington,2020-11-25,148,151019,2537.3532048619652,3482,58.5029953802459,5951832
WI,Wisconsin,2020-11-25,148,392438,8613.9605082446980,5997,131.6333310432309,4555837
WV,West Virginia,2020-11-25,148,43050,3005.0677798098536,967,67.5005933351017,1432580
WY,Wyoming,2020-11-25,148,30761,6912.1959440480872,802,180.2145946856918,445025
AK,Alaska,2020-11-26,149,28892,5238.2143802509963,553,100.2607141173612,551562
AL,Alabama,2020-11-26,149,241957,6342.4554225704144,2639,69.1765059914089,3814879
AR,Arkansas,2020-11-26,149,152625,6585.3371239562160,2348,101.3095598168661,2317649
AZ,Arizona,2020-11-26,149,314326,5574.6574299000032,3476,61.6478090464435,5638481
CA,California,2020-11-26,149,1158689,3784.3909424330112,14640,47.8156635621977,30617582
CO,Colorado,2020-11-26,149,216683,4816.0157645208044,6053,134.5345201176116,4499217
CT,Connecticut,2020-11-26,149,109152,3846.2961533867048,1872,65.9655013113815,2837847
DC,Delaware,2020-11-26,149,20736,2692.3156823233687,220,28.5643060431685,770192
DE,District of Columbia,2020-11-26,149,33579,5813.7300222825889,584,101.1113592725522,577581
FL,Florida,2020-11-26,149,946956,5490.2976656511946,8126,47.1132331714268,17247808
GA,Georgia,2020-11-26,149,413909,5101.4587710274995,2907,35.8289881287359,8113542
HI,Hawaii,2020-11-26,149,17881,1602.2344005935463,117,10.4838333912782,1116004
IA,Iowa,2020-11-26,149,197086,8116.4503018455014,2691,110.8215081855953,2428229
ID,Idaho,2020-11-26,149,96503,7207.8269338782729,1773,132.4256982038504,1338864
IL,Illinois,2020-11-26,149,697489,7078.2709789560446,12022,122.0018863509096,9853946
IN,Indiana,2020-11-26,149,318894,6175.0362347255020,6373,123.4062287904621,5164245
KS,Kansas,2020-11-26,149,147797,6678.3879725123178,5738,259.2785387137471,2213064
KY,Kentucky,2020-11-26,149,166139,4795.0503376527721,3301,95.2723994040641,3464802
LA,Louisiana,2020-11-26,149,225638,6336.0743846674851,1235,34.6796721521390,3561164
MA,Massachusetts,2020-11-26,149,214594,3873.7455780571630,3395,61.2848739363825,5539703
MD,Maryland,2020-11-26,149,190480,4043.3089159758887,2319,49.2252907189631,4710993
ME,Maine,2020-11-26,149,11265,1028.4196207674119,238,21.7278179975716,1095370
MI,Michigan,2020-11-26,149,352433,4493.6429321513252,4687,59.7608748981885,7842924
MN,Minnesota,2020-11-26,149,289303,6671.3863218397431,6387,147.2855256861852,4336475
MO,Missouri,2020-11-26,149,287263,6026.2735735160566,4471,93.7937330849789,4766843
MS,Mississippi,2020-11-26,149,147382,6471.0309163378800,1746,76.6607861199192,2277566
MT,Montana,2020-11-26,149,59682,7103.3932800914079,1117,132.9461193301515,840190
NC,North Carolina,2020-11-26,149,346506,4232.2020663781002,4212,51.4450979307272,8187369
ND,North Dakota,2020-11-26,149,77813,13372.4357310905307,1007,173.0564659016895,581891
NE,Nebraska,2020-11-26,149,120076,8233.7790931295574,2394,164.1599249554629,1458334
NH,New Hampshire,2020-11-26,149,18776,1700.0193760197309,394,35.6736064205248,1104458
NJ,New Jersey,2020-11-26,149,322378,4642.7997416906359,4473,64.4189220250210,6943612
NM,New Mexico,2020-11-26,149,89796,5539.5742480988482,1694,104.5039731867728,1620991
NV,Nevada,2020-11-26,149,144781,6064.0824756431054,2542,106.4704460743107,2387517
NY,New York,2020-11-26,149,620199,4020.6707672129005,6933,44.9457519749097,15425262
OH,Ohio,2020-11-26,149,382743,4200.8516881805792,10835,118.9211247271317,9111081
OK,Oklahoma,2020-11-26,149,184342,6135.0542627248411,3732,124.2040474145290,3004733
OR,Oregon,2020-11-26,149,70006,2088.9986348071945,1503,44.8499406924437,3351175
PA,Pennsylvania,2020-11-26,149,336254,3307.1856494733744,8425,82.8630710617961,10167376
RI,Rhode Island,2020-11-26,149,53491,6257.2379764781849,1174,137.3314648143686,854866
SC,South Carolina,2020-11-26,149,210905,5223.6131437752428,1675,41.4857495830992,4037531
SD,South Dakota,2020-11-26,149,76142,11406.0501110015909,1283,192.1930379083166,667558
TN,Tennessee,2020-11-26,149,352376,6624.7011020425736,4404,82.7956037113637,5319123
TX,Texas,2020-11-26,149,1143616,5295.4817568436407,12636,58.5106429776046,21596071
UT,Utah,2020-11-26,149,183902,8084.4075059764179,1781,78.2934920128329,2274774
VA,Virginia,2020-11-26,149,228900,3429.3825118871028,2600,38.9532308034359,6674671
VT,Vermont,2020-11-26,149,4017,787.6717700947481,79,15.4906820606137,509984
WA,Washington,2020-11-26,149,153906,2585.8592782860807,2887,48.5060734241155,5951832
WI,Wisconsin,2020-11-26,149,398104,8738.3284344896448,5666,124.3679262449469,4555837
WV,West Virginia,2020-11-26,149,44180,3083.9464462717614,1130,78.8786664619079,1432580
WY,Wyoming,2020-11-26,149,30761,6912.1959440480872,802,180.2145946856918,445025
AK,Alaska,2020-11-27,150,29554,5358.2371519430273,662,120.0227716920310,551562
AL,Alabama,2020-11-27,150,242874,6366.4928822119915,917,24.0374596415771,3814879
AR,Arkansas,2020-11-27,150,153677,6630.7279488826824,1052,45.3908249264664,2317649
AZ,Arizona,2020-11-27,150,318638,5651.1319271981230,4312,76.4744972981198,5638481
CA,California,2020-11-27,150,1171324,3825.6580810333096,12635,41.2671386002984,30617582
CO,Colorado,2020-11-27,150,220953,4910.9211669497159,4270,94.9054024289115,4499217
CT,Connecticut,2020-11-27,150,112581,3967.1271918464949,3429,120.8310384597901,2837847
DC,Delaware,2020-11-27,150,20937,2718.4130710264454,201,26.0973887030766,770192
DE,District of Columbia,2020-11-27,150,34170,5916.0533327792985,591,102.3233104967096,577581
FL,Florida,2020-11-27,150,963751,5587.6723581338568,16795,97.3746924826621,17247808
GA,Georgia,2020-11-27,150,416303,5130.9649965452819,2394,29.5062255177825,8113542
HI,Hawaii,2020-11-27,150,18006,1613.4350772936298,125,11.2006767000835,1116004
IA,Iowa,2020-11-27,150,198222,8163.2333688461838,1136,46.7830670006824,2428229
ID,Idaho,2020-11-27,150,96503,7207.8269338782729,1773,132.4256982038504,1338864
IL,Illinois,2020-11-27,150,705063,7155.1335881077489,7574,76.8626091517043,9853946
IN,Indiana,2020-11-27,150,324537,6284.3068057383025,5643,109.2705710128005,5164245
KS,Kansas,2020-11-27,150,153021,6914.4407933977508,5224,236.0528208854330,2213064
KY,Kentucky,2020-11-27,150,171755,4957.1375218555057,5616,162.0871842027337,3464802
LA,Louisiana,2020-11-27,150,230602,6475.4670102247467,4964,139.3926255572616,3561164
MA,Massachusetts,2020-11-27,150,219252,3957.8295081884354,4658,84.0839301312724,5539703
MD,Maryland,2020-11-27,150,192858,4093.7865965837776,2378,50.4776806078888,4710993
ME,Maine,2020-11-27,150,11265,1028.4196207674119,238,21.7278179975716,1095370
MI,Michigan,2020-11-27,150,369801,4715.0909533230209,17368,221.4480211716957,7842924
MN,Minnesota,2020-11-27,150,295001,6802.7833666745456,5698,131.3970448348025,4336475
MO,Missouri,2020-11-27,150,290536,6094.9353691741054,3273,68.6617956580487,4766843
MS,Mississippi,2020-11-27,150,148387,6515.1569702041565,1005,44.1260538662765,2277566
MT,Montana,2020-11-27,150,59796,7116.9616396291315,114,13.5683595377236,840190
NC,North Carolina,2020-11-27,150,354514,4330.0112649130630,8008,97.8091985349628,8187369
ND,North Dakota,2020-11-27,150,78564,13501.4977031780866,751,129.0619720875559,581891
NE,Nebraska,2020-11-27,150,122952,8430.9904315472313,2876,197.2113384176739,1458334
NH,New Hampshire,2020-11-27,150,19313,1748.6405096436442,537,48.6211336239133,1104458
NJ,New Jersey,2020-11-27,150,326473,4701.7748111501622,4095,58.9750694595263,6943612
NM,New Mexico,2020-11-27,150,91852,5666.4102391685086,2056,126.8359910696605,1620991
NV,Nevada,2020-11-27,150,146317,6128.4170960876928,1536,64.3346204445874,2387517
NY,New York,2020-11-27,150,628375,4073.6747291553297,8176,53.0039619424292,15425262
OH,Ohio,2020-11-27,150,399808,4388.1510876700580,17065,187.2993994894788,9111081
OK,Oklahoma,2020-11-27,150,187567,6242.3849307076536,3225,107.3306679828124,3004733
OR,Oregon,2020-11-27,150,70832,2113.6467060061023,826,24.6480711989078,3351175
PA,Pennsylvania,2020-11-27,150,343614,3379.5740415226111,7360,72.3883920492367,10167376
RI,Rhode Island,2020-11-27,150,53954,6311.3985115795926,463,54.1605351014077,854866
SC,South Carolina,2020-11-27,150,213120,5278.4734036716994,2215,54.8602598964565,4037531
SD,South Dakota,2020-11-27,150,78280,11726.3219076095261,2138,320.2717966079352,667558
TN,Tennessee,2020-11-27,150,356716,6706.2934998871054,4340,81.5923978445319,5319123
TX,Texas,2020-11-27,150,1147045,5311.3596450020932,3429,15.8778881584525,21596071
UT,Utah,2020-11-27,150,190044,8354.4123504137114,6142,270.0048444372936,2274774
VA,Virginia,2020-11-27,150,230444,3452.5147381796047,1544,23.1322262925019,6674671
VT,Vermont,2020-11-27,150,4115,806.8880592332308,98,19.2162891384828,509984
WA,Washington,2020-11-27,150,153906,2585.8592782860807,2887,48.5060734241155,5951832
WI,Wisconsin,2020-11-27,150,399526,8769.5411402997956,1422,31.2127058101508,4555837
WV,West Virginia,2020-11-27,150,45046,3144.3968225160200,866,60.4503762442586,1432580
WY,Wyoming,2020-11-27,150,31773,7139.5988989382619,1012,227.4029548901747,445025
AK,Alaska,2020-11-28,151,30204,5476.0842842690396,650,117.8471323260123,551562
AL,Alabama,2020-11-28,151,244993,6422.0385495844036,2119,55.5456673724121,3814879
AR,Arkansas,2020-11-28,151,155026,6688.9334838881988,1349,58.2055350055164,2317649
AZ,Arizona,2020-11-28,151,322774,5724.4850164432584,4136,73.3530892451353,5638481
CA,California,2020-11-28,151,1183320,3864.8381834986185,11996,39.1801024653090,30617582
CO,Colorado,2020-11-28,151,225283,5007.1601347523358,4330,96.2389678026199,4499217
CT,Connecticut,2020-11-28,151,112581,3967.1271918464949,3429,120.8310384597901,2837847
DC,Delaware,2020-11-28,151,21308,2766.5828780356067,371,48.1698070091614,770192
DE,District of Columbia,2020-11-28,151,34670,6002.6212773619631,500,86.5679445826646,577581
FL,Florida,2020-11-28,151,969813,5622.8188532710939,6062,35.1464951372371,17247808
GA,Georgia,2020-11-28,151,418936,5163.4169145855164,2633,32.4519180402345,8113542
HI,Hawaii,2020-11-28,151,18082,1620.2450887272805,76,6.8100114336508,1116004
IA,Iowa,2020-11-28,151,199683,8223.4006759658994,1461,60.1673071197156,2428229
ID,Idaho,2020-11-28,151,98500,7356.9832335472460,1997,149.1562996689731,1338864
IL,Illinois,2020-11-28,151,712936,7235.0305146790940,7873,79.8969265713451,9853946
IN,Indiana,2020-11-28,151,329008,6370.8828686477888,4471,86.5760629094863,5164245
KS,Kansas,2020-11-28,151,153021,6914.4407933977508,5224,236.0528208854330,2213064
KY,Kentucky,2020-11-28,151,174182,5027.1848146012384,2427,70.0472927457327,3464802
LA,Louisiana,2020-11-28,151,230602,6475.4670102247467,4964,139.3926255572616,3561164
MA,Massachusetts,2020-11-28,151,222469,4015.9012134766070,3217,58.0717052881716,5539703
MD,Maryland,2020-11-28,151,194448,4127.5374427429631,1590,33.7508461591855,4710993
ME,Maine,2020-11-28,151,11288,1030.5193678848243,23,2.0997471174124,1095370
MI,Michigan,2020-11-28,151,378152,4821.5690984637872,8351,106.4781451407664,7842924
MN,Minnesota,2020-11-28,151,304023,7010.8325310303876,9022,208.0491643558420,4336475
MO,Missouri,2020-11-28,151,292740,6141.1714210012790,2204,46.2360518271737,4766843
MS,Mississippi,2020-11-28,151,149940,6583.3437977209003,1553,68.1868275167438,2277566
MT,Montana,2020-11-28,151,60845,7241.8143515157286,1049,124.8527118865971,840190
NC,North Carolina,2020-11-28,151,357958,4372.0760600871904,3444,42.0647951741274,8187369
ND,North Dakota,2020-11-28,151,79359,13638.1212288899467,795,136.6235257118601,581891
NE,Nebraska,2020-11-28,151,124066,8507.3789680553289,1114,76.3885365080976,1458334
NH,New Hampshire,2020-11-28,151,20002,1811.0240498054249,689,62.3835401617807,1104458
NJ,New Jersey,2020-11-28,151,330275,4756.5301747851118,3802,54.7553636349496,6943612
NM,New Mexico,2020-11-28,151,93982,5797.8113388661627,2130,131.4010996976541,1620991
NV,Nevada,2020-11-28,151,149229,6250.3848140138897,2912,121.9677179261970,2387517
NY,New York,2020-11-28,151,634438,4112.9803824401816,6063,39.3056532848518,15425262
OH,Ohio,2020-11-28,151,406703,4463.8281670418691,6895,75.6770793718111,9111081
OK,Oklahoma,2020-11-28,151,193824,6450.6230670079505,6257,208.2381363002969,3004733
OR,Oregon,2020-11-28,151,72506,2163.5993345617582,1674,49.9526285556559,3351175
PA,Pennsylvania,2020-11-28,151,351667,3458.7783514645273,8053,79.2043099419162,10167376
RI,Rhode Island,2020-11-28,151,55017,6435.7454852573386,1063,124.3469736777460,854866
SC,South Carolina,2020-11-28,151,214911,5322.8321962110012,1791,44.3587925393019,4037531
SD,South Dakota,2020-11-28,151,79099,11849.0078764691607,819,122.6859688596347,667558
TN,Tennessee,2020-11-28,151,363466,6833.1941186545226,6750,126.9006187674171,5319123
TX,Texas,2020-11-28,151,1151069,5329.9926639433627,4024,18.6330189412695,21596071
UT,Utah,2020-11-28,151,192087,8444.2234701117562,2043,89.8111196980447,2274774
VA,Virginia,2020-11-28,151,233617,3500.0526617716439,3173,47.5379235920392,6674671
VT,Vermont,2020-11-28,151,4155,814.7314425550606,40,7.8433833218297,509984
WA,Washington,2020-11-28,151,158167,2657.4506807315798,4261,71.5914024454991,5951832
WI,Wisconsin,2020-11-28,151,404999,8889.6727429010300,5473,120.1316026012344,4555837
WV,West Virginia,2020-11-28,151,45845,3200.1703220762540,799,55.7734995602340,1432580
WY,Wyoming,2020-11-28,151,31929,7174.6531093758778,156,35.0542104376159,445025
AK,Alaska,2020-11-29,152,30816,5587.0418919359927,612,110.9576076669531,551562
AL,Alabama,2020-11-29,152,247229,6480.6511556460900,2236,58.6126060616864,3814879
AR,Arkansas,2020-11-29,152,156247,6741.6161808798485,1221,52.6826969916497,2317649
AZ,Arizona,2020-11-29,152,325995,5781.6103308674801,3221,57.1253144242217,5638481
CA,California,2020-11-29,152,1198934,3915.8350257704870,15614,50.9968422718685,30617582
CO,Colorado,2020-11-29,152,228772,5084.7069612334768,3489,77.5468264811411,4499217
CT,Connecticut,2020-11-29,152,112581,3967.1271918464949,3429,120.8310384597901,2837847
DC,Delaware,2020-11-29,152,21448,2784.7601636994412,140,18.1772856638345,770192
DE,District of Columbia,2020-11-29,152,35251,6103.2132289670193,581,100.5919516050563,577581
FL,Florida,2020-11-29,152,976944,5664.1632374386357,7131,41.3443841675418,17247808
GA,Georgia,2020-11-29,152,420601,5183.9381616561546,1665,20.5212470706382,8113542
HI,Hawaii,2020-11-29,152,18138,1625.2629918889180,56,5.0179031616374,1116004
IA,Iowa,2020-11-29,152,201267,8288.6334031922030,1584,65.2327272263036,2428229
ID,Idaho,2020-11-29,152,99660,7443.6238482773456,1160,86.6406147300995,1338864
IL,Illinois,2020-11-29,152,720114,7307.8744291880633,7178,72.8439145089693,9853946
IN,Indiana,2020-11-29,152,333312,6454.2251577917004,4304,83.3422891439116,5164245
KS,Kansas,2020-11-29,152,153021,6914.4407933977508,5224,236.0528208854330,2213064
